id,iddep,nom,dep,resp,primer-nombre,nombre-medio,apellido-catalan,centres-cp,centres-com,centres-pob
1948,1599,Junta Territorial de Directors d'Ensenyament Secundari de Tarragona,Departament d'Ensenyament,null,null,,,43003,Tarragonès,Tarragona
1944,1599,Junta Territorial de Directors d'Ensenyament Secundari del Baix Llobregat,Departament d'Ensenyament,null,null,,,8980,Baix Llobregat,Sant Feliu de Llobregat
1943,1599,Junta Territorial de Directors d'Ensenyament Secundari del Vallès Occidental,Departament d'Ensenyament,null,null,,,8202,Vallès Occidental,Sabadell
12188,1103,Junta d'Administració i Liquidació d'Herències,Departament d'Economia i Coneixement,null,null,,,8010,Barcelonès,Barcelona
1535,1103,Junta de Finances,Departament d'Economia i Coneixement,Maria Balada Oliveras,Maria,Balada,Oliveras,8003,Barcelonès,Barcelona
6764,1103,Junta de Govern de l'Institut Català de Finances,Departament d'Economia i Coneixement,null,null,,,8010,Barcelonès,Barcelona
6768,1103,Junta de Govern de l'Institut d'Estadística de Catalunya,Departament d'Economia i Coneixement,null,null,,,8003,Barcelonès,Barcelona
2767,2221,Junta de Museus de Catalunya,Departament de Cultura,null,null,,,8002,Barcelonès,Barcelona
1930,1599,Junta de Mèrits del Departament d'Educació,Departament d'Ensenyament,null,null,,,8021,Barcelonès,Barcelona
2766,2221,Junta de Mèrits del Departament de Cultura,Departament de Cultura,null,null,,,8002,Barcelonès,Barcelona
3266,2803,Junta de Mèrits del Departament de Salut,Departament de Salut,null,null,,,8028,Barcelonès,Barcelona
6585,6581,Junta de Portaveus (Parlament de Catalunya),Parlament de Catalunya,null,null,,,8003,Barcelonès,Barcelona
1541,1103,Junta de Prevenció i Gestió de Riscos de l'Administració de la Generalitat de Catalunya,Departament d'Economia i Coneixement,null,null,,,8007,Barcelonès,Barcelona
2768,2221,"Junta de Qualificació, Valoració i Exportació de Béns del Patrimoni Cultural de Catalunya",Departament de Cultura,null,null,,,8002,Barcelonès,Barcelona
857,13760,Junta de Seguretat de Catalunya,Departament d'Interior,Artur Mas i Gavarró,Artur,,Mas,8009,Barcelonès,Barcelona
10080,1103,Junta del Consell Interuniversitari de Catalunya,Departament d'Economia i Coneixement,null,null,,,8003,Barcelonès,Barcelona
6662,655,Jurat d'Expropiació de Catalunya,Departament de Governació i Relacions Institucionals,null,null,,,8003,Barcelonès,Barcelona
,,,,,,,,17002,Gironès,Girona
,,,,,,,,25003,Segrià,Lleida
,,,,,,,,43003,Tarragonès,Tarragona
,,,,,,,,43500,Baix Ebre,Tortosa
17661,13757,L'Hospitalet i Baix Llobregat. Servei de Mediació als Jutjats,Departament de Justícia,null,null,,,8902,Barcelonès,L'Hospitalet de Llobregat
13623,1103,"LAI, Escola Superior de Disseny (UIC)",Departament d'Economia i Coneixement,null,null,,,8023,Barcelonès,Barcelona
17026,3392,LOGIS Bages,Departament de Territori i Sostenibilitat,null,null,,,8650,Bages,Sallent
17134,3392,LOGIS Empordà,Departament de Territori i Sostenibilitat,null,null,,,17469,Alt Empordà,El Far d'Empordà
12695,1103,La Casa de l'Estudiant (UPC),Departament d'Economia i Coneixement,null,null,,,8034,Barcelonès,Barcelona
19066,3392,La Molina,Departament de Territori i Sostenibilitat,null,null,,,17537,Alp,La Molina
6347,3392,Laboratori,Departament de Territori i Sostenibilitat,Helena Sala i Fortuny,Helena,,Sala,8017,Barcelonès,Barcelona
4430,4163,Laboratori Agroalimentari,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Mireia Medina Sala,Mireia,Medina,Sala,8348,Maresme,Cabrils
2898,2803,Laboratori Comarcal de Salut Pública a la Seu d'Urgell,Departament de Salut,null,null,,,25700,Alt Urgell,La Seu d'Urgell
8122,15638,Laboratori d'Anàlisi (CSSL Barcelona),Departament d'Empresa i Ocupació,M. Àngels Valbuena Hernández,M.,Àngels Valbuena,Hernández,8034,Barcelonès,Barcelona
10963,3392,Laboratori d'Assaigs de Lleida,Departament de Territori i Sostenibilitat,null,null,,,25191,Segrià,Lleida
13439,15638,Laboratori de Motors Tèrmics i Automòbils de l'Escola Tècnica Superior d'Enginyers Industrials de Terrassa,Departament d'Empresa i Ocupació,null,null,,,8222,Vallès Occidental,Terrassa
17404,2803,Laboratori de Salut Pública (Servei Regional a les Terres de l'Ebre),Departament de Salut,M. Josep Ferreres i Canalda,M.,Josep,Ferreres,43590,Baix Ebre,Tortosa
4414,4163,Laboratori de Sanitat Ramadera de Barcelona,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Florenci Vivas Sabido,Florenci,Vivas,Sabido,8007,Barcelonès,Barcelona
4415,4163,Laboratori de Sanitat Ramadera de Lleida,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Ma. Teresa Mariñoso Blas,Ma.,Teresa Mariñoso,Blas,25192,Segrià,Lleida
,,,,,,,,25700,Alt Urgell,La Seu d'Urgell
,,,,,,,,25500,Pallars Jussà,La Pobla de Segur
4418,4163,Laboratori de Sanitat Ramadera de Vic,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Josep Carrera Mauri,Josep,Carrera,Mauri,8500,Osona,Vic
15793,4163,Laboratori de Sanitat Vegetal de Barcelona,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Carmina Monton Romans,Carmina,Monton,Romans,8348,Maresme,Cabrils
17505,5823,Llar-Residència Torrent de Llops,Departament de Benestar Social i Família,null,null,,,8760,Baix Llobregat,Martorell
17501,5823,Llar-Residència per a disminuïts psíquics Valldaura,Departament de Benestar Social i Família,null,null,,,8031,Barcelonès,Barcelona
17502,5823,Llar-Residència per a malalts mentals Manlleu,Departament de Benestar Social i Família,null,null,,,8560,Osona,Manlleu
18682,5823,Llar-Residència per a malalts mentals Sant Roc,Departament de Benestar Social i Família,null,null,,,8918,Barcelonès,Badalona
18681,5823,Llar-Residència per a malalts mentals les Corts,Departament de Benestar Social i Família,null,null,,,8029,Barcelonès,Barcelona
17503,5823,Llar-Residència per a persones amb discapacitats d'Esplugues,Departament de Benestar Social i Família,null,null,,,8950,Baix Llobregat,Esplugues de Llobregat
17504,5823,Llar-Residència per a persones disminuïdes Torremar,Departament de Benestar Social i Família,null,null,,,8339,Maresme,Vilassar de Dalt
17104,13757,Lleida. Servei d'Informació de Mediació Familiar de l'Ajuntament,Departament de Justícia,null,null,,,25002,Segrià,Lleida
11918,6581,Lletrat Major,Parlament de Catalunya,Ismael E. Pitarch,Ismael,E.,Pitarch,8003,Barcelonès,Barcelona
12602,6581,Lletrats dels Serveis Jurídics,Parlament de Catalunya,null,null,,,8003,Barcelonès,Barcelona
13305,6,Lletrats/ades,Departament de la Presidència,null,null,,,8002,Barcelonès,Barcelona
540,6,Llibreria Blanquerna,Departament de la Presidència,null,null,,,28014,Madrid,Madrid
18899,2803,"Logaritme, Serveis Logístics, AIE",Departament de Salut,null,null,,,8770,Alt Penedès,Sant Sadurní d'Anoia
16769,5823,Ludoteca Sant Pere Nord de Terrassa,Departament de Benestar Social i Família,null,null,,,8226,Vallès Occidental,Terrassa
18005,5823,Ludoteca Tremp - La Cuca,Departament de Benestar Social i Família,null,null,,,25620,Pallars Jussà,Tremp
6114,5823,Ludoteca d'Arenys del Segre de Lleida,Departament de Benestar Social i Família,null,null,,,25006,Segrià,Lleida
6113,5823,Ludoteca de Sant Miquel d'Igualada,Departament de Benestar Social i Família,null,null,,,8700,Anoia,Igualada
6112,5823,Ludoteca de la Casa Bloc de Barcelona,Departament de Benestar Social i Família,null,null,,,8030,Barcelonès,Barcelona
6111,5823,Ludoteca del Carrer Ample de Barcelona,Departament de Benestar Social i Família,null,null,,,8002,Barcelonès,Barcelona
6115,5823,Ludoteca les Bernardes de Salt,Departament de Benestar Social i Família,null,null,,,17190,Gironès,Salt
8142,2221,MEDIA Antena Catalunya,Departament de Cultura,Helena Moreno Nuñez,Helena,Moreno,Nuñez,8002,Barcelonès,Barcelona
18691,1103,"Markets, Organizations and Votes in Economics (MOVE)",Departament d'Economia i Coneixement,Salvador Barberà Sández,Salvador,Barberà,Sández,8193,Vallès Occidental,Cerdanyola del Vallès
17427,13757,Masquefa. Servei Municipal de Mediació Social i Comunitària de l'Ajuntament,Departament de Justícia,null,null,,,8783,Anoia,Masquefa
17956,13757,Mataró. Servei d'Informació Mediadora (SIM) de l'Ajuntament,Departament de Justícia,null,null,,,8302,Maresme,Mataró
13794,655,Memorial Democràtic,Departament de Governació i Relacions Institucionals,Jordi Palou-Loverdos,Jordi,,Palou-Loverdos,8008,Barcelonès,Barcelona
6121,5823,Menjador Social (Amposta),Departament de Benestar Social i Família,Josefa Ramon Navarro,Josefa,Ramon,Navarro,43870,Montsià,Amposta
6119,5823,Menjador Social (Lleida),Departament de Benestar Social i Família,Carme Giménez i Jorge,Carme,,Giménez,25002,Segrià,Lleida
6120,5823,Menjador Social (Tarragona),Departament de Benestar Social i Família,Isidre Badia i Pastrana,Isidre,,Badia,43006,Tarragonès,Tarragona
6584,6581,Mesa del Parlament de Catalunya,Parlament de Catalunya,Núria de Gispert i Català,Núria,de,Gispert,8003,Barcelonès,Barcelona
10288,15638,Meses Locals d'Ocupació,Departament d'Empresa i Ocupació,null,null,,,8011,Barcelonès,Barcelona
17105,13757,Molins de Rei. Servei de Mediació Comunitària,Departament de Justícia,null,null,,,8750,Baix Llobregat,Molins de Rei
17416,13757,Mollerussa. Servei Municipal de Mediació Social i Comunitària (SIM) de l'Ajuntament,Departament de Justícia,null,null,,,25230,Pla d'Urgell,Mollerussa
17106,13757,Mollet. Servei Municipal de Mediació Comunitària,Departament de Justícia,null,null,,,8100,Vallès Oriental,Mollet del Vallès
11564,2221,Museu Comarcal de la Garrotxa,Departament de Cultura,null,null,,,17800,Garrotxa,Olot
14212,2221,Museu Industrial del Ter,Departament de Cultura,null,null,,,8560,Osona,Manlleu
12748,2221,Museu Molí Paperer de Capellades,Departament de Cultura,null,null,,,8786,Anoia,Capellades
8482,2221,Museu Nacional Arqueològic de Tarragona,Departament de Cultura,Pilar Sada i Castillo,Pilar,,Sada,43003,Tarragonès,Tarragona
2404,2221,Museu Nacional d'Art de Catalunya (MNAC),Departament de Cultura,Josep Serra i Villalba,Josep,,Serra,8038,Barcelonès,Barcelona
2398,2221,Museu d'Arqueologia de Catalunya,Departament de Cultura,Xavier Llovera Massana,Xavier,Llovera,Massana,8038,Barcelonès,Barcelona
12737,2221,Museu d'Arqueologia de Catalunya - Girona,Departament de Cultura,Ramon Buxó Capdevila,Ramon,Buxó,Capdevila,17007,Gironès,Girona
,,,,,,,,17007,Gironès,Girona
2406,2221,Museu d'Art Contemporani de Barcelona (MACBA),Departament de Cultura,Bartomeu Marí i Ribas,Bartomeu,,Marí,8001,Barcelonès,Barcelona
8483,2221,Museu d'Art de Girona,Departament de Cultura,Jaume Bernadas i Postils,Jaume,,Bernadas,17004,Gironès,Girona
2399,2221,Museu d'Història de Catalunya,Departament de Cultura,Agustí Alcoberro i Pericay,Agustí,,Alcoberro,8039,Barcelonès,Barcelona
12756,2221,Museu de l'Estampació de Premià de Mar,Departament de Cultura,null,null,,,8330,Maresme,Premià de Mar
2397,2221,Museu de la Ciència i de la Tècnica de Catalunya,Departament de Cultura,Jaume Perarnau i Llorens,Jaume,,Perarnau,8221,Vallès Occidental,Terrassa
12747,2221,Museu de la Colònia Sedó d'Esparreguera,Departament de Cultura,null,null,,,8292,Baix Llobregat,Esparreguera
12751,2221,Museu de la Colònia Vidal de Puig-Reig,Departament de Cultura,null,null,,,8692,Berguedà,Puig-reig
12749,2221,Museu de la Pell d'Igualada i Comarcal de l'Anoia,Departament de Cultura,null,null,,,8700,Anoia,Igualada
12750,2221,Museu de la Tècnica de Manresa,Departament de Cultura,null,null,,,8240,Bages,Manresa
12761,2221,Museu de les Mines de Bellmunt del Priorat,Departament de Cultura,null,null,,,43738,Priorat,Bellmunt del Priorat
12752,2221,Museu de les Mines de Cercs,Departament de Cultura,null,null,,,8696,Berguedà,Cercs
11563,2221,Museu del Cau Ferrat,Departament de Cultura,null,null,,,8870,Garraf,Sitges
12760,2221,Museu del Ciment Asland de Castellar de N'Hug,Departament de Cultura,null,null,,,8696,Berguedà,Castellar de n'Hug
12757,2221,Museu del Ferrocarril de Vilanova i la Geltrú,Departament de Cultura,null,null,,,8800,Garraf,Vilanova i la Geltrú
12755,2221,Museu del Suro de Palafrugell,Departament de Cultura,null,null,,,17200,Baix Empordà,Palafrugell
2640,6,Museu i Centre d'Estudis de l'Esport Dr. Melcior Colet,Departament de la Presidència,null,null,,,8036,Barcelonès,Barcelona
13257,2221,Museu i Necròpolis Paleocristians,Departament de Cultura,null,null,,,43005,Tarragonès,Tarragona
8487,2221,Museu-Ruïnes d'Ullastret,Departament de Cultura,Gabriel de Prado Cordero,Gabriel,de Prado,Cordero,17133,Baix Empordà,Ullastret
17072,13757,Móra d'Ebre. Servei d'Informació a la Mediació del Consell Comarcal de la Ribera d'Ebre,Departament de Justícia,null,null,,,43740,Ribera d'Ebre,Móra d'Ebre
10232,15638,Negociat Eleccions,Departament d'Empresa i Ocupació,Robert Perich Vela,Robert,Perich,Vela,8004,Barcelonès,Barcelona
11206,3392,Negociat Tècnic d'Explotació,Departament de Territori i Sostenibilitat,Eva Maria Revilla Alonso,Eva,Maria Revilla,Alonso,17002,Gironès,Girona
11209,3392,Negociat Tècnic d'Explotació,Departament de Territori i Sostenibilitat,null,null,,,25002,Segrià,Lleida
11211,3392,Negociat Tècnic d'Explotació,Departament de Territori i Sostenibilitat,Juan Antonio Raduà Aguilà,Juan,Antonio Raduà,Aguilà,43201,Baix Camp,Reus
11202,3392,Negociat Tècnic d'Explotació 1,Departament de Territori i Sostenibilitat,Jordi  Vicente Miret,Jordi,Vicente,Miret,8007,Barcelonès,Barcelona
11203,3392,Negociat Tècnic d'Explotació 2,Departament de Territori i Sostenibilitat,Maria Herruzo Fonayet,Maria,Herruzo,Fonayet,8007,Barcelonès,Barcelona
10023,15638,Negociat d'Accidents i Malalties Professionals,Departament d'Empresa i Ocupació,null,null,,,8004,Barcelonès,Barcelona
9874,3392,Negociat d'Activitats Auxiliars i Complementàries,Departament de Territori i Sostenibilitat,Maria Teresa Pons Juvé,Maria,Teresa Pons,Juvé,8007,Barcelonès,Barcelona
3519,3392,Negociat d'Actuacions Directes,Departament de Territori i Sostenibilitat,Angela Aguilera Artigas,Angela,Aguilera,Artigas,8007,Barcelonès,Barcelona
4968,15638,Negociat d'Administració,Departament d'Empresa i Ocupació,Francisco Javier Delgado Comerma,Francisco,Javier Delgado,Comerma,8200,Vallès Occidental,Sabadell
4970,15638,Negociat d'Administració,Departament d'Empresa i Ocupació,M. Teresa Gallart i Mora,M.,Teresa,Gallart,8022,Barcelonès,Barcelona
4972,15638,Negociat d'Administració,Departament d'Empresa i Ocupació,Delfina Hernández i Buiza,Delfina,,Hernández,43007,Tarragonès,Tarragona
4974,15638,Negociat d'Administració,Departament d'Empresa i Ocupació,Àngel Camos i Serra,Àngel,,Camos,17190,Gironès,Salt
4976,15638,Negociat d'Administració,Departament d'Empresa i Ocupació,Francesc Ramon Vidal i Estopa,Francesc,Ramon,Vidal,25003,Segrià,Lleida
5055,13757,Negociat d'Administració,Departament de Justícia,Catalina Cruset i Parnau,Catalina,,Cruset,17002,Gironès,Girona
5063,13757,Negociat d'Administració,Departament de Justícia,Pilar González i Coll,Pilar,,González,25004,Segrià,Lleida
5071,13757,Negociat d'Administració,Departament de Justícia,Andrea Rodriguez Dominguez,Andrea,Rodriguez,Dominguez,43002,Tarragonès,Tarragona
17346,2803,Negociat d'Administració,Departament de Salut,Rosa Domènech i Rodeja,Rosa,,Domènech,8005,Barcelonès,Barcelona
701,13760,Negociat d'Administració de Personal,Departament d'Interior,Toni Martínez Capel,Toni,Martínez,Capel,8009,Barcelonès,Barcelona
15033,13760,Negociat d'Administració de Recursos Humans,Departament d'Interior,Nuria Marsal Puget,Nuria,Marsal,Puget,8009,Barcelonès,Barcelona
12575,13757,Negociat d'Afers Administratius,Departament de Justícia,Cristina Cajal i Roda,Cristina,,Cajal,8009,Barcelonès,Barcelona
10211,15638,Negociat d'Afers Generals,Departament d'Empresa i Ocupació,Celia Rodríguez Correa,Celia,Rodríguez,Correa,8004,Barcelonès,Barcelona
1750,1599,Negociat d'Alumnes,Departament d'Ensenyament,Ignasi Farnos i Carulla,Ignasi,,Farnos,25006,Segrià,Lleida
3476,3392,Negociat d'Arxiu,Departament de Territori i Sostenibilitat,M. Carme Feu Closas,M.,Carme Feu,Closas,8029,Barcelonès,Barcelona
9850,3392,Negociat d'Autoritzacions,Departament de Territori i Sostenibilitat,null,null,,,17002,Gironès,Girona
9851,3392,Negociat d'Autoritzacions,Departament de Territori i Sostenibilitat,Carles Escué Olivé,Carles,Escué,Olivé,25002,Segrià,Lleida
9852,3392,Negociat d'Autoritzacions,Departament de Territori i Sostenibilitat,Carles Gracia Rodríguez,Carles,Gracia,Rodríguez,43004,Tarragonès,Tarragona
9828,3392,Negociat d'Autoritzacions de Viatgers,Departament de Territori i Sostenibilitat,Josep Lluís Altaba Candel,Josep,Lluís Altaba,Candel,8007,Barcelonès,Barcelona
5057,13757,Negociat d'Entitats Jurídiques,Departament de Justícia,Carmen Delgado i Casado,Carmen,,Delgado,17002,Gironès,Girona
5065,13757,Negociat d'Entitats Jurídiques,Departament de Justícia,Carme Mesalles i Galindo,Carme,,Mesalles,25004,Segrià,Lleida
5073,13757,Negociat d'Entitats Jurídiques,Departament de Justícia,M. Àngels Pomerol Sánchez,M.,Àngels Pomerol,Sánchez,43002,Tarragonès,Tarragona
10662,15638,Negociat d'Escoles Taller i Cases d'Ofici,Departament d'Empresa i Ocupació,Alicia Huerta Carrillo,Alicia,Huerta,Carrillo,8019,Barcelonès,Barcelona
10233,15638,Negociat d'Estatuts,Departament d'Empresa i Ocupació,Xavier Catalán Costa,Xavier,Catalán,Costa,8004,Barcelonès,Barcelona
4889,15638,Negociat d'Estudis i Estadístiques,Departament d'Empresa i Ocupació,null,null,,,8019,Barcelonès,Barcelona
5050,13757,Negociat d'Expedients i Documentació Jurídica,Departament de Justícia,Montserrat Puiggardeu i Dalmau,Montserrat,,Puiggardeu,8010,Barcelonès,Barcelona
11331,3392,Negociat d'Explotació i Trànsit,Departament de Territori i Sostenibilitat,Manuel Gutierrez Rabanal,Manuel,Gutierrez,Rabanal,8029,Barcelonès,Barcelona
693,13760,Negociat d'Habilitació,Departament d'Interior,Maria Luisa Fornies Luna,Maria,Luisa Fornies,Luna,8009,Barcelonès,Barcelona
2842,2803,Negociat d'Incidències,Departament de Salut,Maria Isabel Tugas i Mallol,Maria,Isabel,Tugas,8028,Barcelonès,Barcelona
2845,2803,Negociat d'Incidències i Modificacions Retributives,Departament de Salut,Núria Cabrera i Bella,Núria,,Cabrera,8028,Barcelonès,Barcelona
16975,3392,Negociat d'Informació i Atenció Ciutadana,Departament de Territori i Sostenibilitat,Consuelo Fernández González,Consuelo,Fernández,González,8007,Barcelonès,Barcelona
,,,,,,,,8015,Barcelonès,Barcelona
9858,3392,Negociat d'Informació i Documentació,Departament de Territori i Sostenibilitat,null,null,,,8029,Barcelonès,Barcelona
1665,1599,Negociat d'Informació i Registre,Departament d'Ensenyament,Susana Santos Gallego,Susana,Santos,Gallego,8202,Vallès Occidental,Sabadell
1683,1599,Negociat d'Informació i Registre,Departament d'Ensenyament,M. Àngels Sánchez Puertas,M.,Àngels Sánchez,Puertas,8980,Baix Llobregat,Sant Feliu de Llobregat
1706,1599,Negociat d'Informació i Registre,Departament d'Ensenyament,Francisco Suades Facerías,Francisco,Suades,Facerías,8301,Maresme,Mataró
1743,1599,Negociat d'Informació i Registre,Departament d'Ensenyament,Antonia Molina Gallardo,Antonia,Molina,Gallardo,25006,Segrià,Lleida
1760,1599,Negociat d'Informació i Registre,Departament d'Ensenyament,Carmen Lozano i Sanz,Carmen,,Lozano,43003,Tarragonès,Tarragona
12692,1599,Negociat d'Informació i Registre,Departament d'Ensenyament,Cecília Susana Valls Borrell,Cecília,Susana Valls,Borrell,43500,Baix Ebre,Tortosa
16996,1599,Negociat d'Informació i Registre,Departament d'Ensenyament,Roser Ferrero Mir,Roser,Ferrero,Mir,8243,Bages,Manresa
1711,1599,Negociat d'Informació i Registre (Barcelona Comarques),Departament d'Ensenyament,M. Assumpció Martín i Rives,M.,Assumpció,Martín,8010,Barcelonès,Barcelona
9832,3392,Negociat d'Ingressos,Departament de Territori i Sostenibilitat,Josefina Munárriz Batlle,Josefina,Munárriz,Batlle,8029,Barcelonès,Barcelona
10237,15638,Negociat d'Iniciatives,Departament d'Empresa i Ocupació,Mercè Bonet Linuesa,Mercè,Bonet,Linuesa,8004,Barcelonès,Barcelona
13262,6,Negociat d'Instal·lacions i Serveis,Departament de la Presidència,Felip Santamaria i Nebra,Felip,,Santamaria,8038,Barcelonès,Barcelona
764,6,Negociat d'Instrucció d'Expedients d'Autorització,Departament de la Presidència,Natividad Tellado i Rosselló,Natividad,,Tellado,8003,Barcelonès,Barcelona
694,13760,Negociat d'Oficina Pressupostària,Departament d'Interior,Carme Ferrer i Bosch,Carme,,Ferrer,8009,Barcelonès,Barcelona
15634,2221,Negociat de Central de Préstec i Serveis Especials,Departament de Cultura,Sílvia Ferrer i Condomines,Sílvia,,Ferrer,8906,Barcelonès,L'Hospitalet de Llobregat
1671,1599,Negociat de Centres,Departament d'Ensenyament,Javier Viguera García,Javier,Viguera,García,8202,Vallès Occidental,Sabadell
1689,1599,Negociat de Centres,Departament d'Ensenyament,Josepa López Blázquez,Josepa,López,Blázquez,8980,Baix Llobregat,Sant Feliu de Llobregat
1708,1599,Negociat de Centres,Departament d'Ensenyament,Míriam Sellas Vilar,Míriam,Sellas,Vilar,8301,Maresme,Mataró
1732,1599,Negociat de Centres,Departament d'Ensenyament,Guillermina Roca i Bosch,Guillermina,,Roca,17002,Gironès,Girona
1749,1599,Negociat de Centres,Departament d'Ensenyament,Aurora Segura Gonzàlez,Aurora,Segura,Gonzàlez,25006,Segrià,Lleida
1766,1599,Negociat de Centres,Departament d'Ensenyament,Empar Laudo i Mora,Empar,,Laudo,43003,Tarragonès,Tarragona
16994,1599,Negociat de Centres,Departament d'Ensenyament,Xavier Alpiste Garcia,Xavier,Alpiste,Garcia,8243,Bages,Manresa
1717,1599,Negociat de Centres (Barcelona Comarques),Departament d'Ensenyament,Eduardo Lluís González,Eduardo,Lluís,González,8010,Barcelonès,Barcelona
12687,1599,Negociat de Centres i Alumnes,Departament d'Ensenyament,Alfonso Martínez Maturana,Alfonso,Martínez,Maturana,43500,Baix Ebre,Tortosa
4711,15638,Negociat de Compres,Departament d'Empresa i Ocupació,Magda Sananton i Bilbeny,Magda,,Sananton,8019,Barcelonès,Barcelona
3448,3392,Negociat de Comptabilitat,Departament de Territori i Sostenibilitat,null,null,,,8029,Barcelonès,Barcelona
5026,13757,Negociat de Comptabilitat,Departament de Justícia,Anna M. Fernández i Pisonero,Anna,M.,Fernández,8010,Barcelonès,Barcelona
5113,13757,Negociat de Comptabilitat,Departament de Justícia,Àngels Palouzié i Pañella,Àngels,,Palouzié,8009,Barcelonès,Barcelona
2610,6,Negociat de Comptabilitat i Pressupostos,Departament de la Presidència,Aurora Garcia i Maldonado,Aurora,,Garcia,8950,Baix Llobregat,Esplugues de Llobregat
9829,3392,Negociat de Concessions,Departament de Territori i Sostenibilitat,Antoni Linuesa Sellarés,Antoni,Linuesa,Sellarés,8007,Barcelonès,Barcelona
7574,3392,Negociat de Conservació,Departament de Territori i Sostenibilitat,José Antonio Quintana Morquecho,José,Antonio Quintana,Morquecho,43201,Baix Camp,Reus
11205,3392,Negociat de Conservació,Departament de Territori i Sostenibilitat,Juan Luis Sánchez Jiménez,Juan,Luis Sánchez,Jiménez,17002,Gironès,Girona
11208,3392,Negociat de Conservació,Departament de Territori i Sostenibilitat,null,null,,,25002,Segrià,Lleida
11332,3392,Negociat de Conservació,Departament de Territori i Sostenibilitat,null,null,,,8029,Barcelonès,Barcelona
9877,3392,Negociat de Conservació 1,Departament de Territori i Sostenibilitat,null,null,,,8007,Barcelonès,Barcelona
7551,3392,Negociat de Conservació 2,Departament de Territori i Sostenibilitat,Alejandro Claramunt Iban,Alejandro,Claramunt,Iban,8007,Barcelonès,Barcelona
4710,15638,Negociat de Contractació,Departament d'Empresa i Ocupació,Sergi Salrach Aventín,Sergi,Salrach,Aventín,8019,Barcelonès,Barcelona
5851,5823,Negociat de Contractació,Departament de Benestar Social i Família,null,null,,,8039,Barcelonès,Barcelona
1674,1599,Negociat de Contractació i Patrimoni,Departament d'Ensenyament,Antoni Cuní i Tomas,Antoni,,Cuní,8202,Vallès Occidental,Sabadell
1692,1599,Negociat de Contractació i Patrimoni,Departament d'Ensenyament,Montserrat Pallejà i Guillén,Montserrat,,Pallejà,8980,Baix Llobregat,Sant Feliu de Llobregat
1735,1599,Negociat de Contractació i Patrimoni,Departament d'Ensenyament,Carme Mulleras i Mundo,Carme,,Mulleras,17002,Gironès,Girona
1752,1599,Negociat de Contractació i Patrimoni,Departament d'Ensenyament,Dolores Garrofé Calvo,Dolores,Garrofé,Calvo,25006,Segrià,Lleida
1769,1599,Negociat de Contractació i Patrimoni,Departament d'Ensenyament,Josefina Ferré Calvó,Josefina,Ferré,Calvó,43003,Tarragonès,Tarragona
16743,1599,Negociat de Contractació i Patrimoni,Departament d'Ensenyament,Emili Sanmartin Ubeda,Emili,Sanmartin,Ubeda,8301,Maresme,Mataró
17000,1599,Negociat de Contractació i Patrimoni,Departament d'Ensenyament,Francesc Xavier Argüello López,Francesc,Xavier Argüello,López,8243,Bages,Manresa
1720,1599,Negociat de Contractació i Patrimoni (Barcelona Comarques),Departament d'Ensenyament,M. Àngels Vico Guarinos,M.,Àngels Vico,Guarinos,8010,Barcelonès,Barcelona
2611,6,Negociat de Control Pressupostari,Departament de la Presidència,Carme Castelló i Vidal,Carme,,Castelló,8950,Baix Llobregat,Esplugues de Llobregat
4898,15638,Negociat de Control Pressupostari,Departament d'Empresa i Ocupació,Carme Castillo Teno,Carme,Castillo,Teno,8019,Barcelonès,Barcelona
5848,5823,Negociat de Control Pressupostari i Pagaments,Departament de Benestar Social i Família,Pelai Manel Alonso Isern,Pelai,Manel Alonso,Isern,8039,Barcelonès,Barcelona
4743,15638,Negociat de Convenis,Departament d'Empresa i Ocupació,Manuel García Lamadrid,Manuel,García,Lamadrid,8004,Barcelonès,Barcelona
672,655,Negociat de Coordinació,Departament de Governació i Relacions Institucionals,null,null,,,8009,Barcelonès,Barcelona
5392,15638,Negociat de Coordinació Administrativa,Departament d'Empresa i Ocupació,Maria Isabel Torres Villaseca,Maria,Isabel Torres,Villaseca,8008,Barcelonès,Barcelona
9269,15638,Negociat de Coordinació Administrativa,Departament d'Empresa i Ocupació,Lluïsa Mas i Riera,Lluïsa,,Mas,8037,Barcelonès,Barcelona
9316,15638,Negociat de Coordinació Administrativa,Departament d'Empresa i Ocupació,Clara Lorencio i José,Clara,,Lorencio,8008,Barcelonès,Barcelona
14366,13757,Negociat de Coordinació Administrativa,Departament de Justícia,Isabel Liarte Fita,Isabel,Liarte,Fita,8010,Barcelonès,Barcelona
18040,13760,Negociat de Coordinació Administrativa (Regió d'Emergències Centre),Departament d'Interior,Anna Valdívia Jiménez,Anna,Valdívia,Jiménez,8243,Bages,Manresa
834,13760,Negociat de Coordinació Administrativa (Regió d'Emergències Girona),Departament d'Interior,Joaquim Bosch Aragó,Joaquim,Bosch,Aragó,17005,Gironès,Girona
836,13760,Negociat de Coordinació Administrativa (Regió d'Emergències Lleida),Departament d'Interior,Loreto Tomàs Peiró,Loreto,Tomàs,Peiró,25199,Segrià,Lleida
